月度,城市名称,平均相对湿度(%),平均温度（摄氏度）,降水量（毫米）,日照时数（小时）
2000-04-01,乌鲁木齐市,37.0,13.1,20.6,287.4
2000-05-01,乌鲁木齐市,41.0,19.1,25.5,307.3
2000-06-01,乌鲁木齐市,45.0,21.9,58.2,268.4
2000-07-01,乌鲁木齐市,42.0,24.7,19.1,277.6
2000-08-01,乌鲁木齐市,44.0,23.0,42.1,282.9
2000-09-01,乌鲁木齐市,39.0,17.8,16.2,266.3
2000-10-01,乌鲁木齐市,74.0,3.1,49.8,167.3
2000-11-01,乌鲁木齐市,80.0,-4.8,27.6,99.8
2000-12-01,乌鲁木齐市,76.0,-7.0,8.6,97.5
2001-01-01,乌鲁木齐市,80.0,-11.8,25.9,67.0
2001-02-01,乌鲁木齐市,77.0,-8.9,7.0,123.8
2001-03-01,乌鲁木齐市,58.0,3.0,4.2,229.7
2001-04-01,乌鲁木齐市,48.0,9.6,47.1,246.1
2001-05-01,乌鲁木齐市,31.0,19.9,6.1,338.9
2001-06-01,乌鲁木齐市,38.0,23.1,21.9,288.8
2001-07-01,乌鲁木齐市,45.0,23.4,61.7,261.9
2001-08-01,乌鲁木齐市,45.0,23.4,12.8,270.2
2001-09-01,乌鲁木齐市,52.0,16.2,35.7,264.0
2001-10-01,乌鲁木齐市,67.0,8.0,41.3,201.0
2001-11-01,乌鲁木齐市,72.0,1.7,8.5,155.5
2001-12-01,乌鲁木齐市,83.0,-15.2,5.5,57.4
2002-01-01,乌鲁木齐市,81.0,-9.1,9.6,109.0
2002-02-01,乌鲁木齐市,76.0,-7.0,16.5,142.0
2002-03-01,乌鲁木齐市,69.0,0.6,33.2,204.0
2002-04-01,乌鲁木齐市,56.0,7.7,91.1,202.0
2002-05-01,乌鲁木齐市,39.0,17.2,19.4,326.0
2002-06-01,乌鲁木齐市,46.0,21.8,61.8,309.0
2002-07-01,乌鲁木齐市,44.0,23.4,38.2,289.0
2002-08-01,乌鲁木齐市,35.0,24.6,4.6,321.0
2002-09-01,乌鲁木齐市,33.0,17.4,15.8,286.0
2002-10-01,乌鲁木齐市,54.0,9.9,7.9,228.0
2002-11-01,乌鲁木齐市,64.0,1.5,16.1,140.0
2002-12-01,乌鲁木齐市,76.0,-11.9,28.0,21.0
2003-01-01,乌鲁木齐市,72.0,-10.6,13.3,139.0
2003-02-01,乌鲁木齐市,78.0,-8.6,8.2,105.0
2003-03-01,乌鲁木齐市,73.0,-2.2,11.8,171.0
2003-04-01,乌鲁木齐市,44.0,6.9,37.7,215.0
2003-05-01,乌鲁木齐市,40.0,15.3,59.1,269.0
2003-06-01,乌鲁木齐市,39.0,22.7,35.2,297.0
2003-07-01,乌鲁木齐市,50.0,21.0,68.7,308.0
2003-08-01,乌鲁木齐市,41.0,21.9,48.3,319.0
2003-09-01,乌鲁木齐市,41.0,17.1,52.0,256.0
2003-10-01,乌鲁木齐市,38.0,10.0,0.1,256.0
2003-11-01,乌鲁木齐市,64.0,-3.3,27.0,120.0
2003-12-01,乌鲁木齐市,77.0,-10.3,8.0,95.0
2004-01-01,乌鲁木齐市,78.0,-12.6,7.0,89.1
2004-02-01,乌鲁木齐市,73.0,-6.9,37.6,145.4
2004-03-01,乌鲁木齐市,72.0,0.4,24.3,153.2
2004-04-01,乌鲁木齐市,43.0,13.4,23.1,258.5
2004-05-01,乌鲁木齐市,40.0,18.0,42.6,284.0
2004-06-01,乌鲁木齐市,35.0,22.7,7.7,309.7
2004-07-01,乌鲁木齐市,42.0,24.6,70.2,320.8
2004-08-01,乌鲁木齐市,41.0,22.0,30.8,292.8
2004-09-01,乌鲁木齐市,45.0,16.2,14.3,266.1
2004-10-01,乌鲁木齐市,50.0,7.6,14.8,223.7
2004-11-01,乌鲁木齐市,77.0,-1.4,17.2,95.0
2004-12-01,乌鲁木齐市,81.0,-8.3,44.0,57.3
2005-01-01,乌鲁木齐市,79.0,-14.7,5.6,40.0
2005-02-01,乌鲁木齐市,76.0,-14.8,4.0,88.5
2005-03-01,乌鲁木齐市,69.0,2.4,6.5,204.7
2005-04-01,乌鲁木齐市,42.0,11.8,35.2,294.0
2005-05-01,乌鲁木齐市,40.0,17.6,25.0,311.4
2005-06-01,乌鲁木齐市,34.0,23.1,28.6,334.8
2005-07-01,乌鲁木齐市,36.0,25.5,16.7,289.8
2005-08-01,乌鲁木齐市,52.0,21.5,86.7,270.2
2005-09-01,乌鲁木齐市,38.0,19.0,2.0,285.3
2005-10-01,乌鲁木齐市,46.0,9.7,9.0,225.6
2005-11-01,乌鲁木齐市,76.0,-0.1,33.1,109.6
2005-12-01,乌鲁木齐市,78.0,-10.8,23.9,74.8
2006-01-01,乌鲁木齐市,76.0,-14.2,17.3,95.1
2006-02-01,乌鲁木齐市,81.0,-6.7,43.1,119.4
2006-03-01,乌鲁木齐市,64.0,1.2,10.2,237.0
2006-04-01,乌鲁木齐市,42.0,12.0,19.3,306.6
2006-05-01,乌鲁木齐市,42.0,16.8,50.7,312.6
2006-06-01,乌鲁木齐市,36.0,23.2,16.3,341.6
2006-07-01,乌鲁木齐市,38.0,24.5,12.2,343.5
2006-08-01,乌鲁木齐市,32.0,24.1,7.2,328.3
2006-09-01,乌鲁木齐市,36.0,17.6,7.4,296.1
2006-10-01,乌鲁木齐市,54.0,11.4,15.5,262.2
2006-11-01,乌鲁木齐市,73.0,1.9,31.1,130.6
2006-12-01,乌鲁木齐市,79.0,-8.8,5.6,68.8
2007-01-01,乌鲁木齐市,77.0,-10.3,17.2,115.8
2007-02-01,乌鲁木齐市,78.0,-4.9,11.0,134.6
2007-03-01,乌鲁木齐市,64.0,0.4,7.6,230.2
2007-04-01,乌鲁木齐市,41.0,13.6,33.3,291.9
2007-05-01,乌鲁木齐市,52.0,16.4,107.7,280.6
2007-06-01,乌鲁木齐市,39.0,22.4,16.8,338.3
2007-07-01,乌鲁木齐市,47.0,23.9,107.6,307.9
2007-08-01,乌鲁木齐市,47.0,22.1,53.5,318.2
2007-09-01,乌鲁木齐市,39.0,18.6,27.1,282.9
2007-10-01,乌鲁木齐市,52.0,7.8,15.3,252.9
2007-11-01,乌鲁木齐市,59.0,1.0,5.4,200.8
2007-12-01,乌鲁木齐市,77.0,-9.0,17.0,99.3
2008-01-01,乌鲁木齐市,73.0,-15.6,3.0,119.3
2008-02-01,乌鲁木齐市,72.0,-9.6,11.6,191.6
2008-03-01,乌鲁木齐市,56.0,5.2,17.8,290.3
2008-04-01,乌鲁木齐市,37.0,11.1,21.7,288.0
2008-05-01,乌鲁木齐市,33.0,20.7,15.8,362.6
2008-06-01,乌鲁木齐市,32.0,24.1,8.9,342.0
2008-07-01,乌鲁木齐市,37.0,25.2,20.9,349.0
2008-08-01,乌鲁木齐市,37.0,23.5,17.1,309.5
2008-09-01,乌鲁木齐市,43.0,16.9,16.8,296.5
2008-10-01,乌鲁木齐市,56.0,10.1,12.8,252.0
2008-11-01,乌鲁木齐市,69.0,0.9,12.8,166.5
2008-12-01,乌鲁木齐市,74.0,-8.2,12.6,126.0
2009-01-01,乌鲁木齐市,76.0,-9.9,6.3,129.3
2009-02-01,乌鲁木齐市,78.0,-8.8,11.8,95.9
2009-03-01,乌鲁木齐市,59.0,2.5,35.0,264.2
2009-04-01,乌鲁木齐市,47.0,13.0,65.1,287.7
2009-05-01,乌鲁木齐市,42.0,16.1,70.9,306.6
2009-06-01,乌鲁木齐市,43.0,20.8,39.3,335.8
2009-07-01,乌鲁木齐市,37.0,23.7,10.8,329.3
2009-08-01,乌鲁木齐市,36.0,22.9,12.4,332.8
2009-09-01,乌鲁木齐市,47.0,16.8,35.3,290.9
2009-10-01,乌鲁木齐市,50.0,10.9,15.5,254.8
2009-11-01,乌鲁木齐市,78.0,-2.3,27.5,106.5
2009-12-01,乌鲁木齐市,78.0,-10.0,23.2,101.2
2010-01-01,乌鲁木齐市,76.0,-10.6,15.6,107.8
2010-02-01,乌鲁木齐市,77.0,-12.4,9.5,99.2
2010-03-01,乌鲁木齐市,72.0,-4.4,46.8,219.8
2010-04-01,乌鲁木齐市,50.0,8.7,30.0,286.9
2010-05-01,乌鲁木齐市,40.0,16.2,26.2,309.1
2010-06-01,乌鲁木齐市,42.0,22.5,31.2,315.3
2010-07-01,乌鲁木齐市,42.0,24.0,13.2,301.7
2010-08-01,乌鲁木齐市,39.0,22.8,12.5,309.2
2010-09-01,乌鲁木齐市,38.0,18.0,5.1,283.2
2010-10-01,乌鲁木齐市,57.0,9.7,32.5,229.6
2010-11-01,乌鲁木齐市,68.0,2.4,28.3,201.7
2010-12-01,乌鲁木齐市,71.0,-8.2,31.5,152.2
2011-01-01,乌鲁木齐市,74.0,-18.8,11.0,109.5
2011-02-01,乌鲁木齐市,82.0,-8.7,17.2,89.2
2011-03-01,乌鲁木齐市,65.0,-5.2,20.1,238.4
2011-04-01,乌鲁木齐市,40.0,13.2,46.6,307.4
2011-05-01,乌鲁木齐市,42.0,17.1,43.5,319.6
2011-06-01,乌鲁木齐市,42.0,23.1,22.4,310.4
2011-07-01,乌鲁木齐市,36.0,24.6,64.9,361.6
2011-08-01,乌鲁木齐市,43.0,23.2,55.4,297.9
2011-09-01,乌鲁木齐市,35.0,18.0,1.7,315.2
2011-10-01,乌鲁木齐市,53.0,9.9,36.9,243.9
2011-11-01,乌鲁木齐市,79.0,0.2,12.7,114.0
2011-12-01,乌鲁木齐市,81.0,-9.1,12.1,60.4
2012-01-01,乌鲁木齐市,77.0,-15.0,9.2,116.0
2012-02-01,乌鲁木齐市,77.0,-12.0,18.4,115.4
2012-03-01,乌鲁木齐市,65.0,0.5,25.6,220.4
2012-04-01,乌鲁木齐市,32.0,14.0,5.9,302.9
2012-05-01,乌鲁木齐市,30.0,18.7,25.9,337.7
2012-06-01,乌鲁木齐市,39.0,23.7,24.9,300.7
2012-07-01,乌鲁木齐市,43.0,24.6,27.6,312.7
2012-08-01,乌鲁木齐市,35.0,23.7,10.1,346.8
2012-09-01,乌鲁木齐市,40.0,18.1,34.2,273.8
2012-10-01,乌鲁木齐市,49.0,8.9,32.3,256.6
2012-11-01,乌鲁木齐市,70.0,-3.9,44.2,151.5
2012-12-01,乌鲁木齐市,80.0,-12.6,28.6,130.1
2013-01-01,乌鲁木齐市,79.0,-10.3,7.1,165.8
2013-02-01,乌鲁木齐市,80.0,-10.1,11.7,157.7
2013-03-01,乌鲁木齐市,62.0,5.5,13.2,259.1
2013-04-01,乌鲁木齐市,50.0,12.4,69.2,270.7
2013-05-01,乌鲁木齐市,40.0,16.6,27.1,329.8
2013-06-01,乌鲁木齐市,45.0,21.5,31.3,325.0
2013-07-01,乌鲁木齐市,42.0,23.6,23.3,354.8
2013-08-01,乌鲁木齐市,44.0,22.8,29.2,317.4
2013-09-01,乌鲁木齐市,40.0,17.5,12.7,306.6
2013-10-01,乌鲁木齐市,49.0,11.4,16.6,281.0
2013-11-01,乌鲁木齐市,75.0,0.2,44.5,195.3
2013-12-01,乌鲁木齐市,89.0,-6.8,15.0,105.4
2014-01-01,乌鲁木齐市,78.0,-10.9,8.2,139.7
2014-02-01,乌鲁木齐市,77.0,-13.7,20.6,127.8
2014-03-01,乌鲁木齐市,68.0,-0.2,26.4,245.9
2014-04-01,乌鲁木齐市,45.0,10.4,68.1,273.9
2014-05-01,乌鲁木齐市,31.0,17.7,32.5,338.2
2014-06-01,乌鲁木齐市,37.0,22.1,6.1,330.9
2014-07-01,乌鲁木齐市,40.0,24.3,21.3,325.5
2014-08-01,乌鲁木齐市,37.0,23.4,6.1,327.5
2014-09-01,乌鲁木齐市,40.0,16.9,29.9,285.1
2014-10-01,乌鲁木齐市,55.0,9.3,24.0,261.2
2014-11-01,乌鲁木齐市,66.0,-0.1,31.6,177.3
2014-12-01,乌鲁木齐市,76.0,-10.8,22.2,153.9
2015-01-01,乌鲁木齐市,79.0,-8.7,15.0,127.9
2015-02-01,乌鲁木齐市,72.0,-6.6,15.0,172.2
2015-03-01,乌鲁木齐市,63.0,1.6,14.5,228.7
2015-04-01,乌鲁木齐市,45.0,12.0,55.0,282.7
2015-05-01,乌鲁木齐市,41.0,19.1,23.7,298.8
2015-06-01,乌鲁木齐市,46.0,21.7,74.3,300.6
2015-07-01,乌鲁木齐市,36.0,26.6,3.8,353.8
2015-08-01,乌鲁木齐市,43.0,23.0,53.9,310.0
2015-09-01,乌鲁木齐市,51.0,14.5,36.5,263.0
2015-10-01,乌鲁木齐市,55.0,8.8,33.4,236.7
2015-11-01,乌鲁木齐市,82.0,,32.7,103.4
2015-12-01,乌鲁木齐市,80.0,-6.6,51.1,121.0
2016-01-01,乌鲁木齐市,83.0,-11.0,12.6,90.4
2016-02-01,乌鲁木齐市,76.0,-9.5,6.2,182.5
2016-03-01,乌鲁木齐市,68.0,2.9,14.2,246.5
2016-04-01,乌鲁木齐市,48.0,13.5,48.5,268.4
2016-05-01,乌鲁木齐市,45.0,15.8,46.0,317.6
2016-06-01,乌鲁木齐市,45.0,23.6,70.5,334.9
2016-07-01,乌鲁木齐市,48.0,24.4,40.6,304.2
2016-08-01,乌鲁木齐市,45.0,23.3,24.4,258.8
2016-09-01,乌鲁木齐市,35.0,20.9,,314.7
2016-10-01,乌鲁木齐市,68.0,5.3,64.6,173.9
2016-11-01,乌鲁木齐市,75.0,-3.2,43.6,149.7
2016-12-01,乌鲁木齐市,85.0,-5.1,15.9,78.2
2017-01-01,乌鲁木齐市,79.0,-11.3,4.7,129.6
2017-02-01,乌鲁木齐市,76.0,-8.0,32.4,160.5
2017-03-01,乌鲁木齐市,80.0,-2.8,7.6,132.2
2017-04-01,乌鲁木齐市,56.0,11.1,62.2,205.8
2017-05-01,乌鲁木齐市,41.0,18.7,38.6,325.9
2017-06-01,乌鲁木齐市,43.0,23.1,40.7,295.2
2017-07-01,乌鲁木齐市,37.0,26.7,3.7,350.4
2017-08-01,乌鲁木齐市,43.0,22.2,22.0,318.7
2017-09-01,乌鲁木齐市,41.0,17.1,8.0,281.5
2017-10-01,乌鲁木齐市,55.0,7.5,20.0,232.4
2017-11-01,乌鲁木齐市,73.0,1.6,40.0,152.3
2017-12-01,乌鲁木齐市,79.0,-6.9,29.8,83.4
2018-01-01,乌鲁木齐市,76.0,-16.4,9.4,113.7
2018-02-01,乌鲁木齐市,74.0,-9.0,3.9,160.1
2018-03-01,乌鲁木齐市,62.0,7.1,23.7,210.7
2018-04-01,乌鲁木齐市,45.0,11.6,52.0,250.2
2018-05-01,乌鲁木齐市,43.0,15.7,44.2,276.2
2018-06-01,乌鲁木齐市,39.0,23.1,6.9,264.8
2018-07-01,乌鲁木齐市,36.0,24.9,13.8,307.7
2018-08-01,乌鲁木齐市,44.0,23.9,41.3,318.2
2018-09-01,乌鲁木齐市,45.0,15.4,39.5,275.3
2018-10-01,乌鲁木齐市,53.0,8.9,45.4,251.8
2018-11-01,乌鲁木齐市,70.0,-3.6,23.1,180.5
2018-12-01,乌鲁木齐市,74.0,-12.4,22.2,140.6
2019-01-01,乌鲁木齐市,78.0,-11.3,2.5,138.9
2019-02-01,乌鲁木齐市,78.0,-11.0,11.5,145.2
2019-03-01,乌鲁木齐市,69.0,1.1,,226.1
2019-04-01,乌鲁木齐市,46.0,13.4,23.5,269.0
2019-05-01,乌鲁木齐市,46.0,14.9,61.0,235.2
2019-06-01,乌鲁木齐市,43.0,21.9,15.6,277.9
2019-07-01,乌鲁木齐市,36.0,25.7,6.7,314.4
2019-08-01,乌鲁木齐市,38.0,24.9,5.4,273.4
2019-09-01,乌鲁木齐市,45.0,19.1,31.7,250.4
2019-10-01,乌鲁木齐市,46.0,9.9,13.9,247.6
2019-11-01,乌鲁木齐市,68.0,-1.9,36.7,156.0
2019-12-01,乌鲁木齐市,75.0,-7.6,18.4,131.4
2020-01-01,乌鲁木齐市,73.0,-9.3,9.7,140.0
2020-02-01,乌鲁木齐市,69.0,-4.8,6.3,181.5
2020-03-01,乌鲁木齐市,53.0,2.9,18.6,248.9
2020-04-01,乌鲁木齐市,29.0,16.4,1.3,265.2
2020-05-01,乌鲁木齐市,32.0,19.9,19.6,267.2
2020-06-01,乌鲁木齐市,35.0,21.7,38.2,275.5
2020-07-01,乌鲁木齐市,42.0,23.8,17.8,271.0
2020-08-01,乌鲁木齐市,41.0,23.3,29.9,282.8
2020-09-01,乌鲁木齐市,43.0,16.1,5.1,237.1
2020-10-01,乌鲁木齐市,48.0,8.0,23.1,256.7
2020-11-01,乌鲁木齐市,65.0,-1.3,15.9,143.2
2020-12-01,乌鲁木齐市,76.0,-12.3,8.8,150.3
1996-01-01,武汉市,74.0,4.3,58.0,93.5
1996-02-01,武汉市,63.0,6.0,15.8,136.1
1996-03-01,武汉市,74.0,9.3,154.4,83.0
1996-04-01,武汉市,67.0,16.4,35.9,160.6
1996-05-01,武汉市,75.0,22.2,114.3,163.4
1996-06-01,武汉市,82.0,25.5,312.1,152.5
1996-07-01,武汉市,82.0,28.2,305.2,174.3
1996-08-01,武汉市,78.0,28.4,109.9,225.3
1996-09-01,武汉市,79.0,24.8,40.7,167.1
1996-10-01,武汉市,79.0,18.5,88.2,158.1
1996-11-01,武汉市,80.0,10.5,82.9,72.1
1996-12-01,武汉市,72.0,7.4,2.1,166.3
1997-01-01,武汉市,77.0,4.6,56.1,114.5
1997-02-01,武汉市,75.0,7.5,85.9,89.6
1997-03-01,武汉市,81.0,12.4,27.6,90.0
1997-04-01,武汉市,75.0,17.3,64.3,156.4
1997-05-01,武汉市,71.0,24.4,70.0,208.7
1997-06-01,武汉市,74.0,26.4,104.6,197.1
1997-07-01,武汉市,81.0,28.2,294.2,171.8
1997-08-01,武汉市,73.0,29.6,29.6,260.9
1997-09-01,武汉市,71.0,22.5,21.7,213.3
1997-10-01,武汉市,72.0,19.9,48.0,200.0
1997-11-01,武汉市,78.0,11.4,79.1,132.2
1997-12-01,武汉市,82.0,6.3,65.5,73.7
1998-01-01,武汉市,78.0,3.2,68.8,82.6
1998-02-01,武汉市,75.0,8.1,41.3,130.8
1998-03-01,武汉市,79.0,10.4,124.0,94.5
1998-04-01,武汉市,74.0,20.0,319.3,190.5
1998-05-01,武汉市,78.0,22.1,195.4,184.9
1998-06-01,武汉市,78.0,26.2,95.0,157.3
1998-07-01,武汉市,79.0,29.9,758.4,217.4
1998-08-01,武汉市,74.0,29.7,14.5,231.3
1998-09-01,武汉市,70.0,25.4,25.5,210.9
1998-10-01,武汉市,69.0,20.1,49.0,198.4
1998-11-01,武汉市,72.0,15.2,14.0,178.7
1998-12-01,武汉市,76.0,7.6,34.0,142.3
1999-01-01,武汉市,71.0,6.5,24.7,103.0
1999-02-01,武汉市,63.0,9.2,8.4,143.0
1999-03-01,武汉市,80.0,9.4,64.0,77.0
1999-04-01,武汉市,77.0,17.5,229.5,124.0
1999-05-01,武汉市,72.0,22.6,177.4,189.0
1999-06-01,武汉市,82.0,24.9,469.4,129.0
1999-07-01,武汉市,78.0,28.0,77.1,180.0
1999-08-01,武汉市,78.0,27.3,143.2,185.0
1999-09-01,武汉市,73.0,26.4,51.2,203.0
1999-10-01,武汉市,82.0,18.0,86.0,83.0
1999-11-01,武汉市,79.0,12.1,27.4,137.0
1999-12-01,武汉市,61.0,7.5,0.0,211.0
2000-01-01,武汉市,80.0,2.7,107.7,69.5
2000-02-01,武汉市,77.0,6.3,28.6,78.4
2000-03-01,武汉市,67.0,13.7,28.5,148.7
2000-04-01,武汉市,66.0,18.8,22.9,158.4
2000-05-01,武汉市,67.0,24.3,170.9,198.3
2000-06-01,武汉市,73.0,27.2,178.7,171.4
2000-07-01,武汉市,69.0,31.1,44.7,256.2
2000-08-01,武汉市,78.0,28.7,150.1,199.6
2000-09-01,武汉市,74.0,24.4,201.6,156.7
2000-10-01,武汉市,84.0,17.7,149.9,102.1
2000-11-01,武汉市,80.0,9.9,56.7,117.1
2000-12-01,武汉市,85.0,7.5,39.5,95.8
2001-01-01,武汉市,81.0,4.7,106.9,98.8
2001-02-01,武汉市,79.0,6.9,57.2,97.2
2001-03-01,武汉市,69.0,13.2,43.1,182.2
2001-04-01,武汉市,72.0,17.3,150.8,167.2
2001-05-01,武汉市,68.0,24.0,100.4,208.1
2001-06-01,武汉市,76.0,26.9,152.6,179.7
2001-07-01,武汉市,67.0,31.8,39.6,301.6
2001-08-01,武汉市,71.0,28.6,22.2,233.6
2001-09-01,武汉市,57.0,26.2,1.0,241.1
2001-10-01,武汉市,74.0,19.4,86.7,123.3
2001-11-01,武汉市,71.0,12.9,50.4,182.5
2001-12-01,武汉市,78.0,4.4,88.9,91.0
2002-01-01,武汉市,72.0,7.2,34.5,51.0
2002-02-01,武汉市,72.0,9.9,98.2,55.0
2002-03-01,武汉市,77.0,13.9,149.7,146.0
2002-04-01,武汉市,78.0,17.3,335.9,112.0
2002-05-01,武汉市,79.0,20.6,163.4,124.0
2002-06-01,武汉市,73.0,28.3,153.3,138.0
2002-07-01,武汉市,75.0,29.0,204.8,181.0
2002-08-01,武汉市,75.0,27.7,147.0,211.0
2002-09-01,武汉市,70.0,24.3,20.6,206.0
2002-10-01,武汉市,65.0,19.2,59.0,182.0
2002-11-01,武汉市,69.0,12.5,61.1,126.0
2002-12-01,武汉市,79.0,5.3,88.6,23.0
2003-01-01,武汉市,68.0,5.1,36.3,128.0
2003-02-01,武汉市,80.0,7.0,98.0,65.0
2003-03-01,武汉市,74.0,10.9,188.5,126.0
2003-04-01,武汉市,76.0,16.7,163.7,112.0
2003-05-01,武汉市,73.0,22.3,97.7,110.0
2003-06-01,武汉市,70.0,27.2,195.7,143.0
2003-07-01,武汉市,73.0,29.7,301.7,212.0
2003-08-01,武汉市,74.0,29.0,93.7,177.0
2003-09-01,武汉市,72.0,25.1,47.9,172.0
2003-10-01,武汉市,69.0,17.9,61.2,138.0
2003-11-01,武汉市,72.0,12.1,79.9,153.0
2003-12-01,武汉市,70.0,5.7,21.0,92.0
2004-01-01,武汉市,74.0,4.5,53.5,90.1
2004-02-01,武汉市,60.0,11.2,72.0,172.6
2004-03-01,武汉市,66.0,12.6,40.2,144.3
2004-04-01,武汉市,66.0,20.1,126.0,187.7
2004-05-01,武汉市,69.0,23.3,170.7,165.6
2004-06-01,武汉市,74.0,25.6,322.9,149.4
2004-07-01,武汉市,71.0,29.9,435.7,221.1
2004-08-01,武汉市,78.0,27.5,199.7,157.0
2004-09-01,武汉市,69.0,24.8,53.9,184.0
2004-10-01,武汉市,65.0,18.5,1.3,172.3
2004-11-01,武汉市,72.0,13.9,53.8,157.7
2004-12-01,武汉市,70.0,7.3,42.5,116.2
2005-01-01,武汉市,67.0,3.6,32.9,110.4
2005-02-01,武汉市,77.0,3.6,110.6,51.3
2005-03-01,武汉市,62.0,11.1,46.6,149.5
2005-04-01,武汉市,64.0,21.2,65.9,212.4
2005-05-01,武汉市,72.0,23.7,176.6,170.3
2005-06-01,武汉市,70.0,28.5,179.5,177.5
2005-07-01,武汉市,70.0,30.4,108.6,233.8
2005-08-01,武汉市,75.0,27.2,93.0,173.0
2005-09-01,武汉市,77.0,25.3,150.0,167.4
2005-10-01,武汉市,68.0,18.5,8.3,139.6
2005-11-01,武汉市,76.0,14.4,143.4,110.2
2005-12-01,武汉市,55.0,5.8,1.2,134.3
2006-01-01,武汉市,79.0,4.2,48.4,88.6
2006-02-01,武汉市,81.0,5.8,89.4,51.9
2006-03-01,武汉市,68.0,12.8,23.9,171.3
2006-04-01,武汉市,71.0,19.0,126.6,170.7
2006-05-01,武汉市,67.0,23.9,184.0,215.4
2006-06-01,武汉市,67.0,28.4,53.2,211.5
2006-07-01,武汉市,72.0,30.2,235.7,188.9
2006-08-01,武汉市,72.0,29.7,107.1,250.8
2006-09-01,武汉市,66.0,24.0,49.0,186.5
2006-10-01,武汉市,74.0,21.0,58.0,150.3
2006-11-01,武汉市,70.0,14.0,48.0,100.1
2006-12-01,武汉市,70.0,6.8,23.8,133.3
2007-01-01,武汉市,74.0,4.3,65.8,111.6
2007-02-01,武汉市,74.0,10.7,114.2,121.8
2007-03-01,武汉市,72.0,12.7,108.7,125.6
2007-04-01,武汉市,61.0,18.7,50.3,182.5
2007-05-01,武汉市,59.0,25.5,205.2,219.0
2007-06-01,武汉市,68.0,26.8,126.6,138.7
2007-07-01,武汉市,68.0,29.5,176.5,212.4
2007-08-01,武汉市,67.0,29.8,62.3,237.8
2007-09-01,武汉市,62.0,24.9,14.6,167.1
2007-10-01,武汉市,61.0,19.5,25.7,149.4
2007-11-01,武汉市,63.0,12.4,40.8,189.3
2007-12-01,武汉市,72.0,7.7,32.5,79.0
2008-01-01,武汉市,78.0,1.2,72.4,57.2
2008-02-01,武汉市,67.0,4.9,20.7,153.2
2008-03-01,武汉市,70.0,14.4,79.0,148.8
2008-04-01,武汉市,71.0,18.5,54.3,150.5
2008-05-01,武汉市,62.0,24.7,344.2,181.5
2008-06-01,武汉市,72.0,26.4,129.4,156.9
2008-07-01,武汉市,74.0,29.3,148.1,179.6
2008-08-01,武汉市,75.0,28.4,240.7,179.0
2008-09-01,武汉市,72.0,25.1,40.8,138.4
2008-10-01,武汉市,76.0,19.1,92.5,136.5
2008-11-01,武汉市,73.0,12.4,39.1,136.5
2008-12-01,武汉市,59.0,7.3,5.6,156.0
2009-01-01,武汉市,61.0,4.5,18.5,131.1
2009-02-01,武汉市,82.0,9.0,122.9,43.9
2009-03-01,武汉市,76.0,12.1,69.7,116.1
2009-04-01,武汉市,69.0,18.3,197.7,137.5
2009-05-01,武汉市,68.0,22.2,132.1,153.8
2009-06-01,武汉市,67.0,28.1,306.7,198.7
2009-07-01,武汉市,68.0,30.3,95.9,263.3
2009-08-01,武汉市,74.0,29.1,38.8,217.9
2009-09-01,武汉市,75.0,24.9,41.8,150.6
2009-10-01,武汉市,69.0,21.1,23.9,148.0
2009-11-01,武汉市,73.0,8.8,67.7,132.4
2009-12-01,武汉市,74.0,5.8,42.3,97.6
2010-01-01,武汉市,80.0,4.2,28.5,70.1
2010-02-01,武汉市,84.0,6.6,49.5,65.0
2010-03-01,武汉市,75.0,10.4,150.6,115.8
2010-04-01,武汉市,74.0,14.8,140.3,117.9
2010-05-01,武汉市,77.0,21.5,138.7,131.9
2010-06-01,武汉市,77.0,25.2,152.7,129.3
2010-07-01,武汉市,80.0,28.5,389.7,126.1
2010-08-01,武汉市,74.0,28.6,83.6,223.0
2010-09-01,武汉市,80.0,24.1,91.0,105.7
2010-10-01,武汉市,77.0,16.7,83.5,150.7
2010-11-01,武汉市,74.0,11.9,14.6,157.1
2010-12-01,武汉市,68.0,6.4,15.2,151.4
2011-01-01,武汉市,63.0,0.7,15.6,106.5
2011-02-01,武汉市,70.0,6.0,19.2,109.3
2011-03-01,武汉市,64.0,10.3,32.1,150.9
2011-04-01,武汉市,64.0,18.3,36.2,184.6
2011-05-01,武汉市,74.0,22.0,76.8,206.7
2011-06-01,武汉市,90.0,25.1,433.9,102.7
2011-07-01,武汉市,80.0,28.9,89.4,192.8
2011-08-01,武汉市,85.0,27.1,133.8,177.0
2011-09-01,武汉市,85.0,22.4,59.4,121.8
2011-10-01,武汉市,85.0,17.2,51.5,136.5
2011-11-01,武汉市,86.0,13.4,33.8,133.9
2011-12-01,武汉市,77.0,4.5,5.5,118.7
2012-01-01,武汉市,83.0,2.8,26.8,48.2
2012-02-01,武汉市,79.0,4.1,41.9,58.5
2012-03-01,武汉市,84.0,9.4,109.4,88.4
2012-04-01,武汉市,80.0,18.2,108.4,127.2
2012-05-01,武汉市,85.0,22.3,238.4,125.1
2012-06-01,武汉市,82.0,26.6,192.1,145.5
2012-07-01,武汉市,76.0,30.3,245.6,246.4
2012-08-01,武汉市,81.0,28.0,131.7,193.9
2012-09-01,武汉市,79.0,22.9,107.8,164.6
2012-10-01,武汉市,83.0,17.8,131.1,120.6
